Track_ID,Artist_ID
7nthB8BE4K8aTYJcw1M1iV,4L5SLCIDWPPNGzrLraYCOS
1itsCwwxLuJj5IKTbkRmXv,4vQV1LCGBdYAt5rIIPjSFZ
6KioOiN7xTcjhlYC88qkgb,5VcamBo0Goh74iFQDqj6Q4
5ITE4RKv6wwqCaYyxXaHaB,4yUCo2eJ8ebE70tmNh9Q1G
5ITE4RKv6wwqCaYyxXaHaB,4r2hbyR026A2cRjgyHNppp
4jCiC3KDKNk1x8y16tupUb,7DstIz9YAYYupeK7r5tbbs
1iLv1ieT9BZ3qsti9yTCnG,5lwmRuXgjX8xIwlnauTZIP
1iLv1ieT9BZ3qsti9yTCnG,3TVXtAsR1Inumwj472S9r4
3x6PCJg7Q64a6bcCrd8ox0,5MYIgNE9k1kKL5vs2445Km
3x6PCJg7Q64a6bcCrd8ox0,4r2hbyR026A2cRjgyHNppp
5OPte07J5hRK1pTn0f7ldr,28gNT5KBp7IjEOQoevXf9N
5OPte07J5hRK1pTn0f7ldr,4nDoRrQiYLoBzwC5BhVJzF
4DeATU4SLygGwQe1gEBexD,5rvaaWutd0gsbc2iMNo9k5
06EgH8BdWW9QRrlI6ZVQhW,3MHaV05u0io8fQbZ2XPtlC
5ABUWUrqYGMXbF8qCZ5zF9,4vQV1LCGBdYAt5rIIPjSFZ
4mDWapOAzoFsHu8TPcP2R0,72R3RMGmSmzG57R7OUaDaN
4mDWapOAzoFsHu8TPcP2R0,3PyWEKLWI0vHPmoNrIX0QE
4mDWapOAzoFsHu8TPcP2R0,4DYFVNKZ1uixa6SQTvzQwJ
6PhNmDUl99uJ9PmMfPGXBz,7DstIz9YAYYupeK7r5tbbs
34xtzPLF5pPZ8MTewOdBvx,5zvRX0y0JYtGOmGJwLwyIL
34xtzPLF5pPZ8MTewOdBvx,4TCAAIMmeZXCTVlHUsicOn
4Q4eMgjdl2Zjd1iTDeCkjy,7DstIz9YAYYupeK7r5tbbs
4Q4eMgjdl2Zjd1iTDeCkjy,6UTnO6XhjHYM2Oe9V0DEH1
6rXvMpWJbTyhSrVWye7jPE,5lwmRuXgjX8xIwlnauTZIP
64zjvItFmkY8Q96tcmGQ6n,4vQV1LCGBdYAt5rIIPjSFZ
55NJgOC1k3hMF9SqTX1oXu,5lwmRuXgjX8xIwlnauTZIP
5hwbK5XM8AqY8DEQRJgjOZ,5rvaaWutd0gsbc2iMNo9k5
3yqgzXWZrRFQOqwDQJ7z3b,47bVt95bvBMpmJFWoyhH0C
3AtFytP0BAeQzVGmtNuFkd,1LKPL2O3vA3ozNsmshDg3o
5nQwa2BR3sqtMsAr9hpuiL,0tm7JPzVFSAyrEDBixdZ57
33lOsXDjSYVgjaTkNcXCFA,6Mjbr8K3MiiRMqmFIB4zWq
5vTIuHaFWnKLB28oLaRClm,1LKPL2O3vA3ozNsmshDg3o
0P7xFE2PRFtKLwG6D1jHpU,0tJDMMp9vT1q6zrPih0yFQ
7AFuyl2ItsfufLtVzDpY2E,66U02qGDesTqZImnLSiYeE
6Y9P646HsmJtZEE2zmgHeF,5lwmRuXgjX8xIwlnauTZIP
6Y9P646HsmJtZEE2zmgHeF,6Mjbr8K3MiiRMqmFIB4zWq
1WoDc1x28zHmxnPvvM5GLh,1LKPL2O3vA3ozNsmshDg3o
6bcdiJvYNX115yvbh3wASz,5lwmRuXgjX8xIwlnauTZIP
55VkPG0F93r4gYkYXBetfE,06TVTkMAOR935MhkjX0i2A
4ZcjNfK9Df94vbT43Gm8dt,06TVTkMAOR935MhkjX0i2A
1soECbw2IFdWt5W8Rb4uG7,5lwmRuXgjX8xIwlnauTZIP
1soECbw2IFdWt5W8Rb4uG7,4vQV1LCGBdYAt5rIIPjSFZ
22iCMlT0xYryKNnz4X5Vwn,5lwmRuXgjX8xIwlnauTZIP
2yvjjJrWzVzA2zg4VsoEmo,3MHaV05u0io8fQbZ2XPtlC
6I86RF3odBlcuZA9Vfjzeq,5lwmRuXgjX8xIwlnauTZIP
07p0kLnvfQQ2bLujHyzSGK,3MHaV05u0io8fQbZ2XPtlC
6cJLfIqwh0tCKRjYM3WpZ5,3MHaV05u0io8fQbZ2XPtlC
5PycBIeabfvX3n9ILG7Vrv,5lwmRuXgjX8xIwlnauTZIP
6r46lnXFbE9fr2d3KNaGbe,5lwmRuXgjX8xIwlnauTZIP
0u4N6w5lBw5xMrzJitRWUo,3MHaV05u0io8fQbZ2XPtlC
3DKWF8is9hzp84aSxnhlag,5lwmRuXgjX8xIwlnauTZIP
3DKWF8is9hzp84aSxnhlag,0MsXN56oNCyqorqEPViWgQ
46HdsiK0uR26B2dY9QPzda,3MHaV05u0io8fQbZ2XPtlC
46HdsiK0uR26B2dY9QPzda,0EmeFodog0BfCgMzAIvKQp
06EgH8BdWW9QRrlI6ZVQhW,3MHaV05u0io8fQbZ2XPtlC
1iLv1ieT9BZ3qsti9yTCnG,5lwmRuXgjX8xIwlnauTZIP
1iLv1ieT9BZ3qsti9yTCnG,3TVXtAsR1Inumwj472S9r4
0ERbK7qVqveCaBWIiYCrl3,5lwmRuXgjX8xIwlnauTZIP
0ERbK7qVqveCaBWIiYCrl3,4VMYDCV2IEDYJArk749S6m
0ERbK7qVqveCaBWIiYCrl3,1SupJlEpv7RS2tPNRaHViT
5GQIxPkd4OaLECpw8ZPZFm,3MHaV05u0io8fQbZ2XPtlC
65H6t1WQBim6q93yM8fEwn,1qto4hHid1P71emI6Fd8xi
65H6t1WQBim6q93yM8fEwn,1seU2dut8PjGSZbgrPl7by
6bcdiJvYNX115yvbh3wASz,5lwmRuXgjX8xIwlnauTZIP
4EbAftNM732UGLF8gmIIsX,5lwmRuXgjX8xIwlnauTZIP
4EbAftNM732UGLF8gmIIsX,3wxFXeuHQEq4NubZunCIMe
217bRMES4HVbPdUe8l8ECN,1qto4hHid1P71emI6Fd8xi
2Bhmj4XK33InfhqKPxcJ1v,1qto4hHid1P71emI6Fd8xi
